;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
544;Modeling the thermodynamic and physical properties of Deep Eutectic Solvents;RDF20-21;Engineering and technology;0.530486166477203;RDF10;Natural sciences;0.319641530513763;RDF50;Social sciences;0.0622214376926422;RDF30;Medical, health and life sciences;0.0358635224401951;RDF60;Humanities and the arts;0.0294668078422546;RDF40;Agricultural and veterinary sciences;0.0223203971982002
545;Adoptive transfers of in vitro differentiated plasmacytoid dendritic cells to prevent acute lymphoblastic leukemia relapse: mechanisms and biomarkers of sensitivity;RDF30;Medical, health and life sciences;0.53092622756958;RDF20-21;Engineering and technology;0.236632153391838;RDF10;Natural sciences;0.104557111859322;RDF50;Social sciences;0.0636022239923477;RDF60;Humanities and the arts;0.0343926921486855;RDF40;Agricultural and veterinary sciences;0.0298895835876465
546;Identification of MYC-dependent vulnerabilities in breast cancer;RDF30;Medical, health and life sciences;0.531118333339691;RDF50;Social sciences;0.135716661810875;RDF10;Natural sciences;0.129375636577606;RDF20-21;Engineering and technology;0.116505078971386;RDF40;Agricultural and veterinary sciences;0.0461325012147427;RDF60;Humanities and the arts;0.0411516614258289
547;Algebraic methods for lattice models of statistical physics;RDF10;Natural sciences;0.531230986118317;RDF50;Social sciences;0.125535145401955;RDF60;Humanities and the arts;0.0961745157837868;RDF40;Agricultural and veterinary sciences;0.094829723238945;RDF20-21;Engineering and technology;0.0892587229609489;RDF30;Medical, health and life sciences;0.0629708394408226
548;Minimally-invasive monitoring of renal health in reptiles;RDF30;Medical, health and life sciences;0.532625555992127;RDF10;Natural sciences;0.242689847946167;RDF20-21;Engineering and technology;0.0849753692746162;RDF40;Agricultural and veterinary sciences;0.0711211338639259;RDF50;Social sciences;0.0469350591301918;RDF60;Humanities and the arts;0.0216530319303274
549;Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study;RDF30;Medical, health and life sciences;0.532958507537842;RDF20-21;Engineering and technology;0.365519732236862;RDF10;Natural sciences;0.0510165952146053;RDF50;Social sciences;0.0281324423849583;RDF60;Humanities and the arts;0.0123244412243366;RDF40;Agricultural and veterinary sciences;0.0100483121350408
550;Underlying neurophysiological mechanisms of non-arthritic chronic painful conditions in cats;RDF30;Medical, health and life sciences;0.533073902130127;RDF10;Natural sciences;0.185933977365494;RDF40;Agricultural and veterinary sciences;0.123756572604179;RDF50;Social sciences;0.0812623649835587;RDF60;Humanities and the arts;0.0456297770142555;RDF20-21;Engineering and technology;0.0303433164954186
551;(IN)VISIBILISATION : Le design au prisme de l'itinérance;RDF60;Humanities and the arts;0.533244371414185;RDF20-21;Engineering and technology;0.386470258235931;RDF10;Natural sciences;0.0319585204124451;RDF30;Medical, health and life sciences;0.0225256979465485;RDF50;Social sciences;0.0172013472765684;RDF40;Agricultural and veterinary sciences;0.00859980657696724
552;The Burden of Harsh Parenting on Socioemotional and Behavioral Problems: the Role of Chronic Cortisol secretion in the Preschool Years;RDF50;Social sciences;0.533648788928986;RDF30;Medical, health and life sciences;0.176338285207748;RDF10;Natural sciences;0.110972940921783;RDF40;Agricultural and veterinary sciences;0.0719017088413239;RDF60;Humanities and the arts;0.0546386204659939;RDF20-21;Engineering and technology;0.0524996630847454
553;Uauitamutau assi. Terminologie de l'environnement en langue innue (innu-aimun);RDF10;Natural sciences;0.534842848777771;RDF20-21;Engineering and technology;0.175466746091843;RDF60;Humanities and the arts;0.10842065513134;RDF40;Agricultural and veterinary sciences;0.0691659674048424;RDF30;Medical, health and life sciences;0.0670499578118324;RDF50;Social sciences;0.045053705573082
554;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse;RDF50;Social sciences;0.534878313541412;RDF20-21;Engineering and technology;0.256215691566467;RDF60;Humanities and the arts;0.0672535449266434;RDF30;Medical, health and life sciences;0.0623478293418884;RDF40;Agricultural and veterinary sciences;0.0412069857120514;RDF10;Natural sciences;0.0380976647138596
555;Réfléchir et agir dans l'urgence : l'influence des éléments contextuels sur le processus de jugement et de décision d'infirmier(ère)s;RDF30;Medical, health and life sciences;0.536719024181366;RDF20-21;Engineering and technology;0.263868540525436;RDF40;Agricultural and veterinary sciences;0.0831810683012009;RDF60;Humanities and the arts;0.0497669093310833;RDF50;Social sciences;0.0350967943668366;RDF10;Natural sciences;0.0313676074147224
556;Assessing latent-structure models in natural language processing with artificial datasets;RDF10;Natural sciences;0.537551522254944;RDF20-21;Engineering and technology;0.160272821784019;RDF60;Humanities and the arts;0.116343200206757;RDF50;Social sciences;0.0872470438480377;RDF30;Medical, health and life sciences;0.0502094589173794;RDF40;Agricultural and veterinary sciences;0.0483759082853794
557;The Th17 Master Regulator RORC2 as a New Target for HIV Immune Therapy and Cure Strategy;RDF30;Medical, health and life sciences;0.537915349006653;RDF20-21;Engineering and technology;0.386572420597076;RDF10;Natural sciences;0.0267703831195831;RDF50;Social sciences;0.024316793307662;RDF60;Humanities and the arts;0.0133375162258744;RDF40;Agricultural and veterinary sciences;0.0110874604433775
558;Santé, justice et sécurité au 21e siècle;RDF50;Social sciences;0.538150787353516;RDF30;Medical, health and life sciences;0.262898236513138;RDF10;Natural sciences;0.0772196054458618;RDF60;Humanities and the arts;0.0512904226779938;RDF40;Agricultural and veterinary sciences;0.0458627752959728;RDF20-21;Engineering and technology;0.0245781783014536
559;QUEST: Co-développer avec et pour les jeunes des connaissances sur la QUalité de leur Environnement psychoSocial de Travail;RDF50;Social sciences;0.538735747337341;RDF20-21;Engineering and technology;0.343623250722885;RDF30;Medical, health and life sciences;0.0406454019248486;RDF10;Natural sciences;0.0367662608623505;RDF60;Humanities and the arts;0.0239813644438982;RDF40;Agricultural and veterinary sciences;0.016247907653451
560;Optimization and game dynamics in machine learning;RDF20-21;Engineering and technology;0.540433645248413;RDF50;Social sciences;0.127593964338303;RDF10;Natural sciences;0.107360996305943;RDF30;Medical, health and life sciences;0.0784418433904648;RDF40;Agricultural and veterinary sciences;0.074139267206192;RDF60;Humanities and the arts;0.0720301866531372
561;Reaction Mechanisms and Methodology for the Design and Synthesis of Bioactive Agents;RDF20-21;Engineering and technology;0.540845453739166;RDF10;Natural sciences;0.243817776441574;RDF30;Medical, health and life sciences;0.151613757014275;RDF40;Agricultural and veterinary sciences;0.0236725807189941;RDF50;Social sciences;0.0236016735434532;RDF60;Humanities and the arts;0.0164487808942795
562;Verdir les chantiers de construction par l'adoption des comportements écoresponsables : une étude de cas du secteur non résidentiel;RDF20-21;Engineering and technology;0.541842341423035;RDF60;Humanities and the arts;0.145659372210503;RDF10;Natural sciences;0.136363387107849;RDF50;Social sciences;0.0807268992066383;RDF40;Agricultural and veterinary sciences;0.049763485789299;RDF30;Medical, health and life sciences;0.045644573867321
563;Caméra rapide haute résolution pour la mesure de nuages de bulles en écoulement à haute vitesse;RDF20-21;Engineering and technology;0.543605506420136;RDF40;Agricultural and veterinary sciences;0.287682831287384;RDF30;Medical, health and life sciences;0.0580763034522533;RDF60;Humanities and the arts;0.0559463649988174;RDF10;Natural sciences;0.0396383292973042;RDF50;Social sciences;0.0150506533682346
564;Mechanisms regulating mRNA localization and localized translation;RDF20-21;Engineering and technology;0.543748378753662;RDF30;Medical, health and life sciences;0.177395969629288;RDF10;Natural sciences;0.133093819022179;RDF50;Social sciences;0.0563283301889896;RDF60;Humanities and the arts;0.0495403297245503;RDF40;Agricultural and veterinary sciences;0.0398931726813316
565;Breaking silos: Integrating software development and operations activities in organizations;RDF20-21;Engineering and technology;0.544273197650909;RDF30;Medical, health and life sciences;0.172815576195717;RDF50;Social sciences;0.0915920957922936;RDF10;Natural sciences;0.0708422511816025;RDF40;Agricultural and veterinary sciences;0.0685338228940964;RDF60;Humanities and the arts;0.0519431084394455
566;Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk;RDF30;Medical, health and life sciences;0.544621527194977;RDF20-21;Engineering and technology;0.343365401029587;RDF50;Social sciences;0.0427697226405144;RDF10;Natural sciences;0.0393481329083443;RDF60;Humanities and the arts;0.0170497093349695;RDF40;Agricultural and veterinary sciences;0.0128455357626081
567;Envisioning and Enacting UX Evaluation of Augmented Reality: A Multimethod Approach;RDF20-21;Engineering and technology;0.544899702072144;RDF30;Medical, health and life sciences;0.155315980315208;RDF60;Humanities and the arts;0.0960052013397217;RDF50;Social sciences;0.0931130573153496;RDF10;Natural sciences;0.0595083311200142;RDF40;Agricultural and veterinary sciences;0.051157683134079
568;Ultrafast Functional Ultrasound Imaging of the Brain;RDF20-21;Engineering and technology;0.546725332736969;RDF30;Medical, health and life sciences;0.301704943180084;RDF10;Natural sciences;0.0543632507324219;RDF60;Humanities and the arts;0.0385913141071796;RDF50;Social sciences;0.0372426621615887;RDF40;Agricultural and veterinary sciences;0.0213725287467241
569;Sound Art Documentation : Spatial Audio and Significant Knowledge;RDF60;Humanities and the arts;0.547981142997742;RDF20-21;Engineering and technology;0.111952498555183;RDF10;Natural sciences;0.108291916549206;RDF50;Social sciences;0.102394469082356;RDF30;Medical, health and life sciences;0.0729963630437851;RDF40;Agricultural and veterinary sciences;0.0563836358487606
570;Exploring ancestry in Montréal's Notre-Dame Cemetery (1691-1797), using 3D morphometrics and ancient DNA;RDF10;Natural sciences;0.548056483268738;RDF20-21;Engineering and technology;0.17209230363369;RDF50;Social sciences;0.121053218841553;RDF60;Humanities and the arts;0.0635801777243614;RDF30;Medical, health and life sciences;0.062421165406704;RDF40;Agricultural and veterinary sciences;0.0327966548502445
571;Developmental Trajectories in ARID1B-Related Disorders - a Multi-Method Multi-Site Prospective Natural History Study;RDF10;Natural sciences;0.548204720020294;RDF30;Medical, health and life sciences;0.37109911441803;RDF50;Social sciences;0.0267007760703564;RDF40;Agricultural and veterinary sciences;0.0190253555774689;RDF60;Humanities and the arts;0.0179013200104237;RDF20-21;Engineering and technology;0.0170688014477491
572;IAL (Intelligence Artificielle Littéraire) : expérimentation d'algorithmes d'apprentissage automatique pour définir et identifier les variations dans l'Anthologie grecque;RDF60;Humanities and the arts;0.549259781837463;RDF20-21;Engineering and technology;0.351270526647568;RDF10;Natural sciences;0.0350006222724915;RDF40;Agricultural and veterinary sciences;0.0322229713201523;RDF30;Medical, health and life sciences;0.0176452547311783;RDF50;Social sciences;0.0146008618175983
573;Statistical analysis of microbiome longitudinal data with multiplex networks;RDF30;Medical, health and life sciences;0.55008327960968;RDF20-21;Engineering and technology;0.156105160713196;RDF50;Social sciences;0.111345157027245;RDF10;Natural sciences;0.107719719409943;RDF40;Agricultural and veterinary sciences;0.0447121560573578;RDF60;Humanities and the arts;0.0300345439463854
574;Investigate features and dynamics of intron RNP biology and its role in modulating RNA metabolism;RDF10;Natural sciences;0.551397800445557;RDF30;Medical, health and life sciences;0.172862738370895;RDF20-21;Engineering and technology;0.120094493031502;RDF50;Social sciences;0.0731929764151573;RDF60;Humanities and the arts;0.0476244576275349;RDF40;Agricultural and veterinary sciences;0.0348275117576122
575;« COVID-19 » Migration en ligne et évaluation des impacts d'un programme de groupes de codéveloppement professionnel dans la fonction publique québécoise;RDF20-21;Engineering and technology;0.55151242017746;RDF50;Social sciences;0.163179785013199;RDF30;Medical, health and life sciences;0.0991825014352799;RDF10;Natural sciences;0.064473569393158;RDF40;Agricultural and veterinary sciences;0.0613321587443352;RDF60;Humanities and the arts;0.060319647192955
